Candidate_Code,Course,Credit,Grade
C33,Internet of Things,3,3.0
C33,Computer Science Pre-Project,3,1.0
C33,Art of Living,3,2.5
C33,Productivity Application,3,3.0
C33,Computer Science Project,3,4.0
C33,Cooperative Education in Computer Science,6,1.0
C33,Cloud Computing,3,3.5
C33,"Computer Science in Community, Company and Coperation",1,3.0
C33,Data Communication and Computer Network System,3,1.5
C33,Calculus 1,3,1.0
C33,Web Programming,3,3.0
C33,Analysis and Design of Algorithms,3,1.0
C33,Fundamental Computer Science,3,2.0
C33,Computer Programming,3,1.5
C33,English for Everyday Communication,3,4.0
C33,Arts of Using Thai Language,3,1.5
C33,Science for Health,3,3.5
C33,Statistics for Science,3,1.0
C33,Scientific Information for Computer Science,3,3.5
C33,Object Oriented Programming,3,2.5
C33,Activities for Health,3,4.0
C33,Calculus 2,3,3.5
C33,Human Relations,3,2.5
C33,English for Life Skills	,3,3.0
C33,Academic English,3,1.0
C33,Process of Thinking and Problem Solving,3,4.0
C33,Operating Systems,3,3.5
C33,Numerical Methods,3,1.5
C33,Database Systems,3,3.0
C33,Data Structures and Algorithms,3,2.5
C33,Discrete Mathematics,3,2.5
C33,Computer Organization and Architecture,3,4.0
C34,Image Processing and Applications,3,4.0
C34,Electric Circuits,3,4.0
C34,Co-operative Education in Computer Engineering,6,1.0
C34,Innovation and Technology,3,4.0
C34,Art of Living,3,4.0
C34,Computer Architecture and Organization,3,4.0
C34,Computer and Data Security,3,4.0
C34,Software Design and Development,3,4.0
C34,Computer Engineering Pre-Project,1,4.0
C34,Mathematics and Statistics in Daily Life,3,4.0
C34,Microcontroller System Design and Interface,3,3.5
C34,Sufficiency Economy and Wisdom of Living,3,4.0
C34,Data Communication and Networks,3,3.5
C34,System Analysis and Design,3,4.0
C34,Computer Engineering Project,3,4.0
C34,Fuzzy Set Theory,3,4.0
C34,Artificial Intelligence and Machine Learning,3,4.0
C34,Computer Networks,3,4.0
C34,Web Programming,3,4.0
C34,Digital Image Processing and Computer Vision,3,4.0
C34,Scientific Thinking and Decision Making,3,4.0
C34,Operating Systems,3,3.5
C34,Activities for Health,3,4.0
C34,Arts of Using Thai Language,3,3.5
C34,Engineering Materials,3,4.0
C34,Computer Programming,3,4.0
C34,Fundamental of Engineering Training,1,3.5
C34,Electrical Instruments and Measurements,3,4.0
C34,Calculus 1 for Engineers,3,3.0
C34,English for Everyday Communication,3,3.0
C34,Basic Computer Engineering Skills,1,4.0
C34,Mathematical Foundations for Computer Engineering,3,4.0
C34,Data Structures and Algorithms,3,1.5
C34,Digital Circuits,3,4.0
C34,Engineering Mechanics,3,4.0
C34,Physics 1 for Engineers,3,3.0
C34,Physics 1 for Engineers Laboratory,1,3.5
C34,English for Life Skills	,3,3.5
C34,Engineering Drawing,3,3.5
C34,Introduction to Database and Big Data Engineering,3,3.0
C34,Electrical Engineering Mathematics,3,4.0
C34,Engineering Electronics,3,4.0
C34,Process of Thinking and Problem Solving,3,3.0
C34,Academic English,3,2.0
C34,Calculus 2 for Engineers,3,3.0
C35,Object Oriented Analysis and Design,3,4.0
C35,Electronic Commerce,3,3.0
C35,Information Management,3,4.0
C35,Ethics and Information Law,3,3.0
C35,System Analysis and Design for Information,3,4.0
C35,Computer Network Management,3,4.0
C35,Project Management in Information Technology,3,4.0
C35,Fundamental Chinese,3,2.5
C35,Human Computer Interaction,3,3.5
C35,Multimedia Technology,3,4.0
C35,Information Technology Research Methodology,3,4.0
C35,Selected Programming Language,3,4.0
C35,Mobile Devices Programming,3,4.0
C35,Job Internship in Information Technology,6,1.0
C35,Information Technology Seminar,1,4.0
C35,Information System Security,3,2.5
C35,Information Technology Project,3,1.0
C35,Special Topic in Information Technology,3,3.0
C35,Web Programming,3,4.0
C35,Chinese for Communication,3,2.5
C35,Management Information System,3,4.0
C35,Thinking and Making Decision Scientifically,3,4.0
C35,Introduction to Physics Laboratory,1,4.0
C35,Technical English,3,3.5
C35,English in Everyday Use,3,1.5
C35,General Psychology,3,4.0
C35,Sufficiency Economy to Sustainable Development,3,4.0
C35,Calculus 1,3,2.5
C35,Introduction to Physics,3,3.5
C35,Introduction to Computer,3,4.0
C35,English for Communication,3,2.5
C35,Thai for Communication,3,4.0
C35,Technological Mathematics,3,3.5
C35,Life and Social Skills,3,4.0
C35,Discrete Mathematics,3,4.0
C35,Structure Programming,3,4.0
C35,Physical Education,2,4.0
C35,English for Career,3,2.5
C35,Statistics for Science,3,3.0
C35,Computer Platform Technology,3,3.5
C35,Object Oriented Programming,3,4.0
C35,Database System for Information Technology,3,3.0
C35,Data Communication and Computer Network System,3,4.0
C35,Systems Information Technology in Organization,3,3.0
C36,Package Program 1,3,4.0
C36,Human Computer Interaction,3,2.5
C36,Object-Oriented Software Development,3,4.0
C36,Computer Security,3,1.5
C36,Data Structures and Algorithms,3,2.5
C36,Multimedia Technology,3,4.0
C36,Data Communication and Computer Network System,3,3.5
C36,Ethics and Information Law,3,3.5
C36,Selected Programming Language,3,2.0
C36,Analysis and Design of Algorithms,3,1.5
C36,Database System for Information Technology,3,1.0
C36,Computer Science Project,3,1.0
C36,System Analysis and Design for Information,3,3.0
C36,Fundamental Chinese,3,4.0
C36,Web Programming,3,2.5
C36,Computer Science Seminar,1,4.0
C36,Artificial Intelligence,3,3.0
C36,Computer Science Research Methodology,3,4.0
C36,Computer Network Management,3,4.0
C36,Software Engineering for Information Technology,3,3.5
C36,Job Internship in Computer science,6,1.0
C36,Mobile Devices Programming,3,3.5
C36,Operating Systems of Computer,3,1.0
C36,English in Everyday Use,3,3.5
C36,Statistics for Science,3,4.0
C36,Microcomputer System and Interfacing,3,3.0
C36,Thai for Communication,3,2.5
C36,Sufficiency Economy to Sustainable Development,3,2.5
C36,Environment and Development,3,2.5
C36,Calculus 1,3,1.5
C36,Principle of Physics,3,2.0
C36,Life and Social Skills,3,1.5
C36,General Psychology,3,2.5
C36,Mathematics and Statistics in Daily Life,3,4.0
C36,Calculus 2,3,1.0
C36,English for Communication,3,4.0
C36,Structure Programming,3,2.0
C36,Programming Languages,3,2.0
C36,Introduction to Computer,3,2.5
C36,Object Oriented Programming,3,4.0
C36,Discrete Mathematics,3,3.5
C36,Introduction to Digital,3,3.5
C36,Computer System and Assembly Languages,3,4.0
C36,English for Career,3,4.0
C36,Recreation,2,3.0
C36,Computer Architecture,3,1.0
C37,Environment and Development,3,3.5
C37,Printmaking 2,4,4.0
C37,Applied Printmaking,3,4.0
C37,Innovation and Technology,3,4.0
C37,Arts of Using Thai Language,3,3.0
C37,Experimental Art,2,4.0
C37,Printmaking 3,4,4.0
C37,Woodcut,3,4.0
C37,Human Relations,3,3.0
C37,Composition 2,2,3.5
C37,Watercolor Painting,3,4.0
C37,Creative Drawing,3,3.5
C37,Printmaking 4,5,4.0
C37,Job Internship in Art,3,1.0
C37,Seminar in Visual Art	,2,4.0
C37,Art Exhibition Design,3,4.0
C37,Art Thesis Preparation,6,4.0
C37,Writing for Art Thesis,2,4.0
C37,Art Thesis,12,4.0
C37,Art Analysis,2,4.0
C37,Lanna Studies,2,2.5
C37,Process of Thinking and Problem Solving,3,4.0
C37,Visual Art 1,3,4.0
C37,Academic English,3,1.0
C37,Drawing,2,4.0
C37,Aesthetics,2,4.0
C37,Theory of Color,2,4.0
C37,History and Style of Eastern Art,3,4.0
C37,Computer Assisted Visual Art,2,4.0
C37,Art of Living,3,3.0
C37,English for Everyday Communication,3,2.0
C37,Introduction to Composition,2,4.0
C37,Traditional Thai Art,2,3.5
C37,Drawing 1,2,3.0
C37,Visual Art 2,3,4.0
C37,Activities for Health,3,3.5
C37,English for Life Skills	,3,2.5
C37,Contemporary Art,3,3.5
C37,Anatomy,2,3.0
C37,Drawing 2,2,3.0
C37,Composition 1,2,4.0
C37,Printmaking 1,4,4.0
C37,History and Style of Western Art,3,3.0
C38,Computer Architecture and Organization,3,3.5
C38,System Analysis and Design,3,2.0
C38,Microcontroller System Design and Interface,3,2.0
C38,Exercise for Health,3,4.0
C38,Signals and Systems,3,4.0
C38,Mathematics and Statistics in Daily Life,3,4.0
C38,Innovation and Technology,3,4.0
C38,Software Design and Development,3,3.0
C38,"Society, Economy, Politics and Law",3,4.0
C38,Artificial Intelligence and Machine Learning,3,4.0
C38,Co-operative Education in Computer Engineering,6,1.0
C38,Operating Systems,3,2.0
C38,Data Communication and Networks,3,1.5
C38,Computer Engineering Pre-Project,1,4.0
C38,Web Programming,3,3.0
C38,Art of Living,3,4.0
C38,Human Relations,3,3.0
C38,Computer Networks,3,3.0
C38,Computer Engineering Project,3,4.0
C38,Activities for Health,3,4.0
C38,Electric Circuits,3,1.0
C38,Digital Circuits,3,3.0
C38,Fuzzy Set Theory,3,4.0
C38,Engineering Mechanics,3,2.0
C38,Introduction to Database and Big Data Engineering,3,3.5
C38,Computer Programming,3,1.0
C38,Fundamental of Engineering Training,1,3.0
C38,Electrical Instruments and Measurements,3,3.5
C38,Calculus 1 for Engineers,3,4.0
C38,English for Everyday Communication,3,2.0
C38,Computer Programming,3,3.0
C38,Basic Computer Engineering Skills,1,4.0
C38,Mathematical Foundations for Computer Engineering,3,3.0
C38,Calculus 2 for Engineers,3,3.5
C38,Engineering Materials,3,1.5
C38,Physics 1 for Engineers Laboratory,1,3.5
C38,Physics 1 for Engineers,3,2.0
C38,Engineering Drawing,3,3.5
C38,Academic English,3,3.0
C38,Engineering Electronics,3,4.0
C38,Electrical Engineering Mathematics,3,1.0
C38,Arts of Using Thai Language,3,3.0
C38,Data Structures and Algorithms,3,3.0
C38,English for Life Skills	,3,1.5
C38,Process of Thinking and Problem Solving,3,2.0
C38,Computer and Data Security,3,4.0
C39,Sufficiency Economy to Sustainable Development,3,4.0
C39,Business Law and Ethics,3,2.5
C39,Macroeconomics,3,1.0
C39,Database Application Software,3,1.0
C39,Business Data Communication and Network,3,2.5
C39,Computer Graphics Design,3,4.0
C39,Human Computer Interaction,3,3.5
C39,English for Business Communication,3,3.0
C39,Visual Programming,3,2.5
C39,Object Oriented Programming,3,1.5
C39,Online Business Management,3,3.5
C39,Information for Report Writing,3,2.5
C39,Pre Co-operative Education and Job Internship in Business Administration,1,1.0
C39,Computer Security,3,3.5
C39,Social Network for Business,3,1.5
C39,Sports for Competition,3,4.0
C39,Exercise for Health,3,4.0
C39,Co-operative Education in Business Administration,6,1.0
C39,English through Media and Technology,3,3.0
C39,Computer Information Systems Project,3,4.0
C39,Decision Support Systems,3,3.0
C39,Systems Analysis and Design,3,2.5
C39,Production and Operations Management,3,3.0
C39,Quantitative Analysis in Business,3,2.5
C39,Principles of Marketing,3,3.5
C39,Implementation of Information System in Business,3,4.0
C39,Special Topics,3,3.0
C39,Physical Education,2,4.0
C39,English in Everyday Use,3,2.5
C39,Web Programming,3,1.0
C39,Elementary Statistics,3,3.0
C39,Introduction to Accounting,3,1.5
C39,Organization and Management,3,3.0
C39,Thai for Communication,3,4.0
C39,Information System in Organization,3,3.0
C39,English for Communication,3,3.0
C39,Life and Social Skills,3,3.0
C39,Business Finance,3,1.5
C39,Data Structure and Algorithm,3,3.0
C39,Database Management Systems,3,2.5
C39,English for Career,3,3.0
C39,Thinking and Making Decision Scientifically,3,4.0
C39,Microeconomics,3,2.5
C39,Computer Programming 1,3,2.0
C40,Thai Art 3,4,3.5
C40,Experimental Art,2,4.0
C40,Sufficiency Economy and Wisdom of Living,3,3.0
C40,Art Thesis,12,4.0
C40,Innovation and Technology,3,3.5
C40,Thai Mural Painting,3,3.5
C40,Thai Art 2,4,4.0
C40,Arts of Using Thai Language,3,4.0
C40,Laikam Lanna,3,3.5
C40,Composition 2,2,3.5
C40,Art Analysis,2,3.5
C40,Watercolor Painting,3,3.0
C40,Creative Drawing,3,3.0
C40,Printmaking 1,5,3.5
C40,Job Internship in Art,3,1.0
C40,Seminar in Visual Art	,2,3.5
C40,Art Exhibition Design,3,4.0
C40,Art Thesis Preparation,6,3.5
C40,Writing for Art Thesis,2,3.5
C40,Environment and Development,3,1.0
C40,Lanna Studies,2,3.5
C40,Drawing 1,2,3.0
C40,Process of Thinking and Problem Solving,3,1.0
C40,Drawing,2,2.5
C40,Aesthetics,2,3.5
C40,Theory of Color,2,3.0
C40,History and Style of Eastern Art,3,3.0
C40,Computer Assisted Visual Art,2,4.0
C40,Visual Art 1,3,3.5
C40,Art of Living,3,2.0
C40,English for Everyday Communication,3,4.0
C40,Traditional Thai Art,2,3.0
C40,Academic English,3,2.0
C40,History and Style of Western Art,3,4.0
C40,Visual Art 2,3,4.0
C40,Activities for Health,3,4.0
C40,English for Life Skills	,3,2.0
C40,Contemporary Art,3,3.5
C40,Anatomy,2,3.5
C40,Drawing 2,2,2.0
C40,Composition 1,2,3.0
C40,Thai Art 1,4,3.0
C40,Introduction to Composition,2,4.0
C41,Business Law and Ethics,3,4.0
C41,English for Business Communication,3,3.5
C41,Human Computer Interaction,3,3.5
C41,Macroeconomics,3,4.0
C41,Business Data Communication and Network,3,3.5
C41,Database Application Software,3,4.0
C41,Visual Programming,3,4.0
C41,Computer Graphics Design,3,3.5
C41,Object Oriented Programming,3,4.0
C41,Computer Information Systems Project,3,4.0
C41,Online Business Management,3,4.0
C41,Information for Report Writing,3,4.0
C41,Pre Co-operative Education and Job Internship in Business Administration,1,1.0
C41,Seminar in Computer Information System,3,4.0
C41,Computer Security,3,4.0
C41,Social Network for Business,3,4.0
C41,Information Retrieval,3,4.0
C41,Co-operative Education in Business Administration,6,1.0
C41,English through Media and Technology,3,2.5
C41,Decision Support Systems,3,3.5
C41,Systems Analysis and Design,3,4.0
C41,Sufficiency Economy to Sustainable Development,3,4.0
C41,Quantitative Analysis in Business,3,3.5
C41,Web Programming,3,4.0
C41,Introduction to Accounting,3,3.0
C41,Principles of Marketing,3,3.5
C41,Implementation of Information System in Business,3,4.0
C41,Special Topics,3,3.0
C41,English in Everyday Use,3,2.5
C41,Elementary Statistics,3,3.5
C41,Organization and Management,3,3.0
C41,Computer Programming 1,3,4.0
C41,Information System in Organization,3,4.0
C41,Thai for Communication,3,4.0
C41,English for Communication,3,3.0
C41,Life and Social Skills,3,4.0
C41,Business Finance,3,3.0
C41,Production and Operations Management,3,4.0
C41,Data Structure and Algorithm,3,4.0
C41,Database Management Systems,3,4.0
C41,English for Career,3,3.0
C41,Thinking and Making Decision Scientifically,3,3.5
C41,Physical Education,2,4.0
C41,Microeconomics,3,2.5
C42,Computer Engineering Laboratory,2,4.0
C42,System Analysis and Design for Engineering,3,3.0
C42,Discrete Mathematics for Engineering,3,2.5
C42,"Ethical, Legal and Social Issues in Computer",1,4.0
C42,Physics 2 for Engineers,3,2.5
C42,Microprocessor and Interface,3,1.0
C42,International Relations,2,4.0
C42,Computer System Architectures and Organizations,3,2.0
C42,Object Oriented Programming,3,4.0
C42,Numerical Methods for Computer Engineering,3,4.0
C42,Thinking and Making Decision Scientifically,3,4.0
C42,Exercise for Health,3,4.0
C42,Co-operative Education in Computer Engineering,6,1.0
C42,Software Engineering,3,3.5
C42,Signals and Systems,3,4.0
C42,Computer Networks,3,3.5
C42,Internet Programming,3,3.5
C42,Computer Engineering Pre-Project,1,3.5
C42,"Society, Economy, Politics and Law",3,3.5
C42,Korean for Communication,3,3.0
C42,Digital Communication,3,3.0
C42,Artificial Intelligence for Robots,3,4.0
C42,Computer Engineering Project,3,3.5
C42,Database Systems,3,3.0
C42,Operating Systems,3,3.0
C42,Electrical Circuits for Computer Engineering,3,1.0
C42,Physics 1 for Engineers,3,2.0
C42,Data Structures and Algorithms,3,1.0
C42,English in Everyday Use,3,2.5
C42,Calculus 1 for Engineers,3,4.0
C42,Engineering Mechanics,3,1.0
C42,Chemistry Laboratory for Engineers,1,2.5
C42,Physics 1 for Engineers Laboratory,1,4.0
C42,Computer Programming,3,3.5
C42,Basic Computer Engineering Training,3,4.0
C42,Physical Education,2,3.5
C42,English for Communication,3,2.5
C42,Calculus 2 for Engineers,3,2.5
C42,Physics 2 for Engineers Laboratory,1,4.0
C42,Electronic Circuits for Computer Engineering,3,1.0
C42,Chemistry for Engineers,3,3.0
C42,Introduction to Digital Systems,3,2.5
C42,Advanced Computer Programming,3,3.5
C42,Introduction to Environmental Engineering,1,1.5
C42,Elementary Statistics,3,2.5
C42,English for Career,3,2.5
C42,Digital Systems Design Laboratory,1,1.0
C42,Engineering Drawing,3,3.0
C42,Mathematics for Computer Engineering,3,1.0
C42,Sufficiency Economy to Sustainable Development,3,3.5
C42,General Psychology,3,2.0
C42,Technical English,3,2.5
C42,Digital Systems Design,3,1.0
C43,Composition 2,2,4.0
C43,Environment and Development,3,3.5
C43,Creative Drawing,3,4.0
C43,Painting 2,4,3.5
C43,Innovation and Technology,3,3.0
C43,Human Relations,3,3.5
C43,Experimental Art,2,4.0
C43,Painting 3,4,4.0
C43,Art Analysis,2,3.0
C43,Job Internship in Art,3,1.0
C43,Painting 4,5,3.0
C43,Creative Painting,3,4.0
C43,History of Painting,3,4.0
C43,Art Thesis,12,4.0
C43,Seminar in Visual Art	,2,3.5
C43,Art Exhibition Design,3,3.5
C43,Art Thesis Preparation,6,4.0
C43,Writing for Art Thesis,2,3.0
C43,Lanna Studies,2,2.0
C43,Watercolor Painting,3,3.0
C43,Arts of Using Thai Language,3,1.5
C43,Visual Art 1,3,3.5
C43,Process of Thinking and Problem Solving,3,4.0
C43,Drawing,2,4.0
C43,Aesthetics,2,2.5
C43,Theory of Color,2,4.0
C43,History and Style of Eastern Art,3,1.5
C43,Computer Assisted Visual Art,2,1.5
C43,English for Everyday Communication,3,2.5
C43,Traditional Thai Art,2,1.5
C43,Introduction to Composition,2,4.0
C43,History and Style of Western Art,3,4.0
C43,Art of Living,3,2.0
C43,Visual Art 2,3,3.5
C43,Drawing 1,2,4.0
C43,Painting 1,4,3.5
C43,Composition 1,2,4.0
C43,Drawing 2,2,3.5
C43,Academic English,3,3.0
C43,Contemporary Art,3,3.0
C43,English for Life Skills	,3,1.0
C43,Activities for Health,3,4.0
C43,Anatomy,2,2.5
C44,Visual Programming,3,2.5
C44,Macroeconomics,3,2.5
C44,Database Application Software,3,3.0
C44,Business Data Communication and Network,3,2.0
C44,Computer Graphics Design,3,3.5
C44,Human Computer Interaction,3,2.5
C44,English for Business Communication,3,1.0
C44,Business Law and Ethics,3,3.0
C44,Sufficiency Economy to Sustainable Development,3,3.0
C44,Computer Information Systems Project,3,1.5
C44,Online Business Management,3,2.5
C44,Information for Report Writing,3,2.5
C44,Pre Co-operative Education and Job Internship in Business Administration,1,1.0
C44,Seminar in Computer Information System,3,4.0
C44,Computer Security,3,1.0
C44,Social Network for Business,3,2.5
C44,Information Retrieval,3,2.5
C44,Co-operative Education in Business Administration,6,1.0
C44,English through Media and Technology,3,2.5
C44,Decision Support Systems,3,1.5
C44,Systems Analysis and Design,3,2.5
C44,Object Oriented Programming,3,1.5
C44,Quantitative Analysis in Business,3,1.0
C44,Introduction to Accounting,3,2.0
C44,Principles of Marketing,3,2.5
C44,Implementation of Information System in Business,3,3.0
C44,English in Everyday Use,3,1.0
C44,Thai for Communication,3,3.0
C44,Web Programming,3,3.0
C44,Organization and Management,3,3.0
C44,Computer Programming 1,3,2.5
C44,Information System in Organization,3,3.0
C44,Elementary Statistics,3,2.0
C44,English for Communication,3,2.0
C44,Physical Education,2,4.0
C44,Thinking and Making Decision Scientifically,3,3.0
C44,English for Career,3,1.5
C44,Database Management Systems,3,3.0
C44,Microeconomics,3,2.0
C44,Production and Operations Management,3,2.0
C44,Business Finance,3,1.0
C44,Life and Social Skills,3,3.5
C44,Data Structure and Algorithm,3,3.0
C45,Web Technology,3,4.0
C45,Computer Network Administration,3,4.0
C45,Science for Health,3,4.0
C45,Project Management in Information Technology,3,4.0
C45,Human Computer Interaction,3,4.0
C45,Data Warehouse and Data Mining,3,4.0
C45,Electronic Commerce,3,4.0
C45,Data Structure and Algorithm,3,4.0
C45,Information Technology Project,3,1.0
C45,Multimedia Technology,3,4.0
C45,Software Engineering,3,4.0
C45,Mobile Devices Programming,3,4.0
C45,Cloud Computing,3,4.0
C45,Information Technology Research Methodology,3,4.0
C45,Chinese for Communication,3,4.0
C45,Information System Security,3,3.5
C45,Information Technology Seminar,1,4.0
C45,System Analysis and Design,3,4.0
C45,Integrative Programming and Web Technology,3,4.0
C45,Ethics and Information Law,3,4.0
C45,Activities for Health,3,4.0
C45,Academic English,3,4.0
C45,Special Topic in Information Technology,3,3.5
C45,Principle of Physics,3,4.0
C45,Discrete Mathematics,3,4.0
C45,Fundamentals of Information Technology,3,4.0
C45,Art of Living,3,4.0
C45,English for Everyday Communication,3,4.0
C45,Arts of Using Thai Language,3,4.0
C45,Sufficiency Economy and Wisdom of Living,3,4.0
C45,Calculus 1,3,4.0
C45,Management Information System,3,4.0
C45,Fundamentals of Programming,3,4.0
C45,Process of Thinking and Problem Solving,3,4.0
C45,English for Life Skills	,3,4.0
C45,Statistics for Science,3,3.5
C45,Database System,3,4.0
C45,Computer Platform Technology,3,4.0
C45,Object Oriented Programming,3,4.0
C45,Data Communication and Computer Network System,3,4.0
C45,Innovation and Technology,3,4.0
C45,Decision Support System,3,4.0
C45,Job Internship in Information Technology,6,1.0
